line_id,blueprint_id,line_number,content
BP17:01822,BP17,1822,"This summary will be injected into the agent system prompt. Be factual, structured,"
BP17:01823,BP17,1823,and do not add commentary. Output ONLY the summary JSON object.
BP17:01824,BP17,1824,USER:
BP17:01825,BP17,1825,User profile: {user_profile_json}
BP17:01826,BP17,1826,Recent session summaries (last 3): {recent_summaries_json}
BP17:01827,BP17,1827,"Temporal state (pending tasks, goals): {temporal_state_json}"
BP17:01828,BP17,1828,Produce a JSON object with this exact schema:
BP17:01829,BP17,1829,{
BP17:01830,BP17,1830,"  ""user_summary"": ""string (2-3 sentences, factual user context)"","
BP17:01831,BP17,1831,"  ""active_goals"": [""string"", ...],   // max 5"
BP17:01832,BP17,1832,"  ""pending_tasks"": [""string"", ...],  // max 5"
BP17:01833,BP17,1833,"  ""context_notes"": ""string""         // anything critical the agent must know"
BP17:01834,BP17,1834,}
BP17:01835,BP17,1835,Bootstrap Context — Input Schema
BP17:01836,BP17,1836,{
BP17:01837,BP17,1837,"  ""user_profile_json"": ""string (JSON: name, preferences, subscription_tier, timezone)"","
BP17:01838,BP17,1838,"  ""recent_summaries_json"": ""string (JSON array of past session summary strings)"","
BP17:01839,BP17,1839,"  ""temporal_state_json"": ""string (JSON: active goals, pending tasks from memory tables)"""
BP17:01840,BP17,1840,}
BP17:01841,BP17,1841,Bootstrap Context — Output Verification Contract
BP17:01842,BP17,1842,Validations:
BP17:01843,BP17,1843,"  1. Output must be valid JSON (JSON.parse() succeeds)"
BP17:01844,BP17,1844,"  2. Must contain all 4 required keys: user_summary, active_goals, pending_tasks, context_notes"
BP17:01845,BP17,1845,"  3. user_summary: string, 10-500 chars"
BP17:01846,BP17,1846,"  4. active_goals: array, max 5 items, each item string < 200 chars"
BP17:01847,BP17,1847,"  5. pending_tasks: array, max 5 items, each item string < 200 chars"
BP17:01848,BP17,1848,"  6. context_notes: string, max 1000 chars"
BP17:01849,BP17,1849,"  7. Must not contain: ""I cannot"", ""I don't have"", ""As an AI"" (model error indicators)"
BP17:01850,BP17,1850,On validation failure:
BP17:01851,BP17,1851,"  Retry once with simplified prompt (omit temporal_state_json)"
BP17:01852,BP17,1852,"  On second failure: use fallback = { user_summary: ""Context unavailable."", active_goals: [], pending_tasks: [], context_notes: """" }"
BP17:01853,BP17,1853,10.3 Tool Routing Classification Prompt
BP17:01854,BP17,1854,SYSTEM:
BP17:01855,BP17,1855,You are a tool routing classifier for the Brevio AI assistant platform.
BP17:01856,BP17,1856,"Given a user message, classify which tools from the available tool set are required."
BP17:01857,BP17,1857,Return ONLY a JSON object. No preamble. No commentary.
BP17:01858,BP17,1858,USER:
BP17:01859,BP17,1859,Available tools: {available_tools_json}
BP17:01860,BP17,1860,User message: {user_message}
BP17:01861,BP17,1861,Session context: {session_context_brief}
BP17:01862,BP17,1862,"Return JSON: { ""required_tools"": [""tool_name"", ...], ""confidence"": 0.0-1.0,"
BP17:01863,BP17,1863,"               ""reasoning"": ""one sentence"" }"
BP17:01864,BP17,1864,Tool Routing — Output Verification Contract
BP17:01865,BP17,1865,Validations:
BP17:01866,BP17,1866,"  1. Valid JSON"
BP17:01867,BP17,1867,"  2. required_tools: array of strings, each must be in available_tools_json"
BP17:01868,BP17,1868,"     (unknown tool names rejected — prevents hallucinated tool calls)"
BP17:01869,BP17,1869,"  3. confidence: number 0.0-1.0"
BP17:01870,BP17,1870,"  4. reasoning: string, max 200 chars"
BP17:01871,BP17,1871,"  5. If confidence < 0.4: treat as no_tools_required (log low_confidence routing)"
BP17:01872,BP17,1872,On validation failure:
BP17:01873,BP17,1873,"  Fallback: required_tools = [] (no tools), confidence = 0.0"
BP17:01874,BP17,1874,"  This is safe: agent proceeds without pre-routed tools, may call tools during turn"
BP17:01875,BP17,1875,10.4 LLM Guardrails (complete rule set)
BP17:01876,BP17,1876,Helm Chart Structure
BP17:01877,BP17,1877,charts/
BP17:01878,BP17,1878,├── brevio-gateway/
BP17:01879,BP17,1879,"│   ├── Chart.yaml           # name: brevio-gateway, version: 1.0.0, appVersion: ""1.0.0"""
BP17:01880,BP17,1880,│   ├── values.yaml          # see values spec below
BP17:01881,BP17,1881,│   └── templates/
BP17:01882,BP17,1882,│       ├── deployment.yaml
BP17:01883,BP17,1883,│       ├── service.yaml
BP17:01884,BP17,1884,│       ├── hpa.yaml
BP17:01885,BP17,1885,│       ├── pdb.yaml         # PodDisruptionBudget: minAvailable: 2
BP17:01886,BP17,1886,│       ├── configmap.yaml
BP17:01887,BP17,1887,│       └── serviceaccount.yaml
BP17:01888,BP17,1888,├── brevio-brain/            # identical structure
BP17:01889,BP17,1889,├── brevio-hands/            # identical structure
BP17:01890,BP17,1890,├── brevio-worker/           # identical structure
BP17:01891,BP17,1891,└── brevio-cli/              # Job template (not Deployment)
BP17:01892,BP17,1892,Helm values.yaml — brevio-brain (complete)
BP17:01893,BP17,1893,replicaCount: 3
BP17:01894,BP17,1894,image:
BP17:01895,BP17,1895,"  repository: ghcr.io/brevio/brevio-brain"
BP17:01896,BP17,1896,"  pullPolicy: IfNotPresent"
BP17:01897,BP17,1897,"  tag: """"  # overridden by CI via --set image.tag=$COMMIT_SHA"
BP17:01898,BP17,1898,service:
BP17:01899,BP17,1899,"  type: ClusterIP"
BP17:01900,BP17,1900,"  port: 8080"
BP17:01901,BP17,1901,"  metricsPort: 9090"
BP17:01902,BP17,1902,resources:
BP17:01903,BP17,1903,"  requests: { cpu: ""500m"", memory: ""512Mi"" }"
BP17:01904,BP17,1904,"  limits:   { cpu: ""2000m"", memory: ""2Gi"" }"
BP17:01905,BP17,1905,autoscaling:
BP17:01906,BP17,1906,"  enabled: true"
BP17:01907,BP17,1907,"  minReplicas: 3"
BP17:01908,BP17,1908,"  maxReplicas: 15"
BP17:01909,BP17,1909,"  targetCPUUtilizationPercentage: 70"
BP17:01910,BP17,1910,"  targetMemoryUtilizationPercentage: 80"
BP17:01911,BP17,1911,podDisruptionBudget:
BP17:01912,BP17,1912,"  enabled: true"
BP17:01913,BP17,1913,"  minAvailable: 2"
BP17:01914,BP17,1914,"nodeSelector: { ""brevio/workload-type"": ""brain"" }"
BP17:01915,BP17,1915,tolerations:
BP17:01916,BP17,1916,"  - key: ""brevio/brain-dedicated"" operator: ""Exists"" effect: ""NoSchedule"""
BP17:01917,BP17,1917,affinity:
BP17:01918,BP17,1918,"  podAntiAffinity:"
BP17:01919,BP17,1919,"    requiredDuringSchedulingIgnoredDuringExecution:"
BP17:01920,BP17,1920,"      - labelSelector: { matchLabels: { app: brevio-brain } }"
BP17:01921,BP17,1921,"        topologyKey: kubernetes.io/hostname"
BP17:01922,BP17,1922,livenessProbe:
BP17:01923,BP17,1923,"  httpGet: { path: /healthz, port: 8080 }"
BP17:01924,BP17,1924,"  initialDelaySeconds: 30"
BP17:01925,BP17,1925,"  periodSeconds: 10"
BP17:01926,BP17,1926,"  failureThreshold: 3"
BP17:01927,BP17,1927,readinessProbe:
BP17:01928,BP17,1928,"  httpGet: { path: /readyz, port: 8080 }"
BP17:01929,BP17,1929,"  initialDelaySeconds: 10"
BP17:01930,BP17,1930,"  periodSeconds: 5"
BP17:01931,BP17,1931,"  failureThreshold: 2"
BP17:01932,BP17,1932,vault:
BP17:01933,BP17,1933,"  role: ""brevio-brain"""
BP17:01934,BP17,1934,"  secretPaths:"
BP17:01935,BP17,1935,"    - ""secret/brevio/model-profiles"""
BP17:01936,BP17,1936,"    - ""secret/brevio/jwt-signing"""
BP17:01937,BP17,1937,config:
BP17:01938,BP17,1938,"  COMPACTION_SOFT_LIMIT_PCT: ""80"""
BP17:01939,BP17,1939,"  COMPACTION_HARD_LIMIT_PCT: ""95"""
BP17:01940,BP17,1940,"  NO_REPLY_TOKEN: ""##NO_REPLY##"""
BP17:01941,BP17,1941,"  SKILL_HOT_RELOAD_ENABLED: ""true"""
BP17:01942,BP17,1942,"  OPA_SIDECAR_URL: ""http://localhost:8181"""
BP17:01943,BP17,1943,"  TEMPORAL_HOST: ""temporal-frontend:7233"""
BP17:01944,BP17,1944,"  TEMPORAL_NAMESPACE: ""brevio"""
BP17:01945,BP17,1945,Networking Topology
BP17:01946,BP17,1946,VPC: 10.0.0.0/16
BP17:01947,BP17,1947,Subnets:
BP17:01948,BP17,1948,"  public-az1:   10.0.1.0/24  (Load balancers, NAT Gateway)"
BP17:01949,BP17,1949,"  public-az2:   10.0.2.0/24"
BP17:01950,BP17,1950,"  private-az1:  10.0.10.0/24 (Gateway, Brain, Hands, Worker pods)"
BP17:01951,BP17,1951,"  private-az2:  10.0.11.0/24"
BP17:01952,BP17,1952,"  data-az1:     10.0.20.0/24 (RDS, ElastiCache, Temporal DB)"
BP17:01953,BP17,1953,"  data-az2:     10.0.21.0/24"
BP17:01954,BP17,1954,"  sandbox-az1:  10.0.30.0/24 (Sandbox pool nodes — isolated)"
BP17:01955,BP17,1955,"  sandbox-az2:  10.0.31.0/24"
BP17:01956,BP17,1956,Security Groups:
BP17:01957,BP17,1957,"  sg-alb:         ingress: 443 from 0.0.0.0/0; egress: 8080 to sg-gateway"
BP17:01958,BP17,1958,"  sg-gateway:     ingress: 8080 from sg-alb; egress: 8080 to sg-brain; egress: 6379 to sg-redis"
BP17:01959,BP17,1959,"  sg-brain:       ingress: 8080 from sg-gateway; egress: 8080 to sg-hands; egress: 5432 to sg-db; egress: 6379 to sg-redis; egress: 8200 to sg-vault"
BP17:01960,BP17,1960,"  sg-hands:       ingress: 8080 from sg-brain; egress: 2376 to sg-sandbox"
BP17:01961,BP17,1961,"  sg-sandbox:     ingress: 2376 from sg-hands; egress: 8080 to sg-hands ONLY (all other egress DENY)"
BP17:01962,BP17,1962,"  sg-db:          ingress: 5432 from sg-brain, sg-worker; no public ingress"
BP17:01963,BP17,1963,"  sg-redis:       ingress: 6379 from sg-gateway, sg-brain, sg-worker; no public ingress"
BP17:01964,BP17,1964,"  sg-vault:       ingress: 8200 from sg-brain, sg-worker; ingress: 8200 from sg-ops-bastion"
BP17:01965,BP17,1965,"  sg-temporal:    ingress: 7233 from sg-brain, sg-worker, sg-gateway; no public ingress"
BP17:01966,BP17,1966,Load Balancing Definitions
BP17:01967,BP17,1967,External Load Balancer: AWS ALB (Application Load Balancer)
BP17:01968,BP17,1968,"  Algorithm: Least Outstanding Requests"
BP17:01969,BP17,1969,"  Listener: HTTPS:443 → Target Group: brevio-gateway pods :8080"
BP17:01970,BP17,1970,"  Health check: GET /healthz → 200, interval=30s, threshold=2"
BP17:01971,BP17,1971,"  Idle timeout: 60s"
BP17:01972,BP17,1972,"  Connection draining: 30s"
BP17:01973,BP17,1973,"  Sticky sessions: DISABLED (stateless gateway)"
BP17:01974,BP17,1974,"  WAF: AWS WAF attached, rule set: AWSManagedRulesCommonRuleSet"
BP17:01975,BP17,1975,Internal Load Balancer: Kubernetes Service (ClusterIP) for service-to-service
BP17:01976,BP17,1976,"  brevio-brain Service: ClusterIP, port 8080, sessionAffinity: None"
BP17:01977,BP17,1977,"  brevio-hands Service: ClusterIP, port 8080, sessionAffinity: None"
BP17:01978,BP17,1978,"  All internal traffic load balanced by kube-proxy (iptables round-robin)"
BP17:01979,BP17,1979,Temporal Frontend: Kubernetes Service (ClusterIP)
BP17:01980,BP17,1980,"  Port: 7233 (gRPC)"
BP17:01981,BP17,1981,"  sessionAffinity: ClientIP (sticky to frontend pod for workflow locality)"
BP17:01982,BP17,1982,Environment Isolation Strategy
BP17:01983,BP17,1983,Environment-Specific Invariants
BP17:01984,BP17,1984,INVARIANT ENV-001: production namespace must NEVER share credentials with staging/local.
BP17:01985,BP17,1985,"  Enforcement: separate AWS accounts, separate Vault clusters, separate K8s clusters."
BP17:01986,BP17,1986,"INVARIANT ENV-002: staging DB must be seeded from anonymized prod snapshot, not raw prod."
BP17:01987,BP17,1987,"  Enforcement: weekly snapshot anonymization job (masks sender_id, user PII fields)."
BP17:01988,BP17,1988,INVARIANT ENV-003: brevio-cli doctor must pass in staging before any production deploy.
BP17:01989,BP17,1989,"  Enforcement: CI gate (step 11) runs doctor against staging; blocks prod deploy if CRITICAL."
BP17:01990,BP17,1990,INVARIANT ENV-004: sandbox containers in production must use rootless Docker with seccomp.
BP17:01991,BP17,1991,"  Enforcement: Kyverno policy require-rootless-sandbox rejects pods without runAsNonRoot=true."
BP17:01992,BP17,1992,TypeScript / Node.js (ESLint)
BP17:01993,BP17,1993,// .eslintrc.json (brevio-gateway)
BP17:01994,BP17,1994,{
BP17:01995,BP17,1995,"  ""extends"": [""eslint:recommended"", ""@typescript-eslint/recommended"", ""plugin:security/recommended""],"
BP17:01996,BP17,1996,"  ""rules"": {"
BP17:01997,BP17,1997,"    ""@typescript-eslint/no-explicit-any"": ""error"",       // no any types"
BP17:01998,BP17,1998,"    ""@typescript-eslint/no-unused-vars"": ""error"","
BP17:01999,BP17,1999,"    ""no-console"": ""error"",                               // use structured logger only"
BP17:02000,BP17,2000,"    ""security/detect-object-injection"": ""error"","
BP17:02001,BP17,2001,"    ""security/detect-non-literal-regexp"": ""error"","
BP17:02002,BP17,2002,"    ""@typescript-eslint/explicit-function-return-type"": ""error"","
BP17:02003,BP17,2003,"    ""no-process-env"": ""error"",                           // use config module, not process.env directly"
BP17:02004,BP17,2004,"    ""no-throw-literal"": ""error"",                         // throw Error objects only"
BP17:02005,BP17,2005,"  }"
BP17:02006,BP17,2006,}
BP17:02007,BP17,2007,Python (Ruff)
BP17:02008,BP17,2008,"# ruff.toml (brevio-brain, brevio-worker)"
BP17:02009,BP17,2009,[tool.ruff]
BP17:02010,BP17,2010,"target-version = ""py312"""
BP17:02011,BP17,2011,"select = [""E"",""F"",""W"",""C90"",""I"",""N"",""S"",""T20"",""ANN"",""RUF""]"
BP17:02012,BP17,2012,ignore = []
BP17:02013,BP17,2013,line-length = 120
BP17:02014,BP17,2014,[tool.ruff.per-file-ignores]
BP17:02015,BP17,2015,"""tests/*"" = [""S101""]    # allow assert in tests"
BP17:02016,BP17,2016,# Required rules:
BP17:02017,BP17,2017,"# S — bandit security rules (S104: hardcoded IPs, S105: hardcoded passwords)"
BP17:02018,BP17,2018,# T20 — no print() (use structlog)
BP17:02019,BP17,2019,# ANN — all functions must have type annotations
BP17:02020,BP17,2020,# C90 — max complexity 10 (McCabe)
BP17:02021,BP17,2021,Go (golangci-lint)
BP17:02022,BP17,2022,"# .golangci.yml (brevio-hands, brevio-cli)"
BP17:02023,BP17,2023,linters:
BP17:02024,BP17,2024,"  enable:"
BP17:02025,BP17,2025,"    - errcheck        # all errors must be handled"
BP17:02026,BP17,2026,"    - gosec           # security checks (G304: file inclusion, G401: MD5 usage, etc.)"
BP17:02027,BP17,2027,"    - staticcheck"
BP17:02028,BP17,2028,"    - unused"
BP17:02029,BP17,2029,"    - govet"
BP17:02030,BP17,2030,"    - gocyclo         # max complexity 15"
BP17:02031,BP17,2031,"    - misspell"
BP17:02032,BP17,2032,"    - godot           # comments end with period"
BP17:02033,BP17,2033,"    - exhaustive      # switch on enum must cover all cases"
BP17:02034,BP17,2034,linters-settings:
BP17:02035,BP17,2035,"  gosec:"
BP17:02036,BP17,2036,"    excludes: []       # no exclusions — all G rules enforced"
BP17:02037,BP17,2037,"  gocyclo:"
BP17:02038,BP17,2038,"    min-complexity: 15"
BP17:02039,BP17,2039,OPA / Rego (opa check)
BP17:02040,BP17,2040,# CI command: opa check --strict rego/
BP17:02041,BP17,2041,# Additional: opa test rego/tests/ --coverage
BP17:02042,BP17,2042,# Required coverage: 100% of policy rules covered by regression tests (GAP-09)
BP17:02043,BP17,2043,# Custom check: all policy files must have:
BP17:02044,BP17,2044,#   - package declaration
BP17:02045,BP17,2045,#   - default value for every rule used in allow/deny decisions
BP17:02046,BP17,2046,#   - at least one denial invariant
BP17:02047,BP17,2047,# Enforced by: conftest (OPA-based policy testing framework)
BP17:02048,BP17,2048,# conftest config: .conftest/policy/brevio_opa_meta.rego
BP17:02049,BP17,2049,Terraform (tflint + checkov)
BP17:02050,BP17,2050,"# tflint: detects unused variables, deprecated resources, invalid types"
BP17:02051,BP17,2051,# checkov: security policy checks
BP17:02052,BP17,2052,# Required checkov passes:
BP17:02053,BP17,2053,#   CKV_AWS_* — all AWS resource security rules
BP17:02054,BP17,2054,#   CKV_K8S_* — all Kubernetes security rules
BP17:02055,BP17,2055,#   CKV2_AWS_* — advanced AWS security rules
BP17:02056,BP17,2056,# Enforced failures (any of these blocks deploy):
BP17:02057,BP17,2057,#   CKV_AWS_135: RDS deletion protection disabled
BP17:02058,BP17,2058,#   CKV_AWS_26:  SNS encryption disabled
BP17:02059,BP17,2059,#   CKV_AWS_16:  RDS encryption disabled
BP17:02060,BP17,2060,#   CKV_K8S_30:  runAsNonRoot not set
BP17:02061,BP17,2061,"#   CKV_K8S_43:  image tag ""latest"" used (must be pinned)"
